         1        666         76     181443.3    12.282     5.468    49.19   2
         2        900         49     197725.2    10.369     7.027    51.24   3
         3        860         60     561851.9    16.972     6.402    62.58  19
         4         23         60       120676     6.984     2.963    27.30  19
         5          2         66     98683.05     6.189     3.102    18.13  27
         6        702         69     19950.87     2.642     1.193     8.64   3
         7        898       1023     3067.389     1.237     0.704     4.79  24
         8        882       1021     11244.21     2.014     0.975     6.21  18
         9        436        984     135020.9    11.463     4.475    34.62  19
        10        454        984     89603.41    10.582     4.342    25.30  19
        11        370       1023     11229.22     2.829     1.374    11.82  26
        12        326       1023     17187.07     3.236     1.324    12.41  24
        13        353        847     19525.33     6.322     1.644    19.34   3
        14        635        959     9517.528     6.813     1.796    20.99   3
        15        397        932     47363.84     6.433     2.920    15.19   3
        16        385        933     35887.89     6.350     3.260    27.30   3
        17        284        780     20407.86     4.775     2.698    21.54   3
        18        514        935     9973.728     4.286     3.042    21.67   3
        19        207        917     144879.2    18.306     4.349    53.56   3
        20        267        784     20037.29     3.772     2.721    13.88   3
        21        230        932     5082.728     1.742     1.590     7.09   3
        22        269        888     3464.105     2.191     0.858     8.20   3
        23         76        776     12942.71     3.628     2.064    16.32   3
        24        200       1005     118831.3     9.152     6.089    19.28  19
        25        553        902     11295.72     7.232     1.019    16.28   3
        26        358        933     16630.29     2.163     2.128     8.24   3
        27        405        864     51767.18     6.004     3.889    28.91   3
        28        218        828     37090.19     5.531     2.563    22.59   3
        29        244        820     23610.91     4.722     2.690    21.39   3
        30        255        820     7981.246     2.076     1.918     8.21   3
        31        487        923     32992.08    10.315     2.260    28.98   3
        32        483        917      3298.07     2.230     0.933     8.63   3
        33        192        963     275199.8     1.536     1.165     3.59   7
        34        613        926      21904.4     6.620     1.292    17.55   3
        35        410        922     49589.18    13.593     1.739    29.18   3
        36        256        873     9052.147     2.714     1.094    10.32   3
        37        524        895     19749.88     3.521     2.149    10.66   3
        38        516        890     9015.119     2.278     2.101    13.12   3
        39        524        885     24458.37     5.935     1.745    19.31   3
        40        321        847     27864.32     4.567     2.020    15.89   3
        41        174        962      26433.7     4.790     3.002    17.52   3
        42        259        921     77374.33    13.023     2.610    35.00   3
        43        267        899     15540.17     6.287     1.272    16.97   3
        44        324        891     20951.54     3.753     2.021    16.52   3
        45        599        935     28283.68     4.172     2.113    13.64   3
        46        342        891      45980.2     6.840     2.266    21.64   3
        47        309        920     71608.82     4.538     3.599    20.11   3
        48        351        867     97707.92    15.811     2.226    35.61   3
        49        174        825     212789.2    18.444     3.576    48.75   3
        50        247        783     201014.9     4.978     4.640    14.36   3
        51        203        972     47283.83     5.129     3.185    17.59   3
        52        200        942     205407.9     8.916     8.140    38.76   3
        53        462        888     17403.62     3.095     1.839    13.42   3
        54        453        881     56406.92     7.733     2.284    25.22   3
        55        190        874     327329.3    18.863     4.787    57.04   3
        56        387        922     30930.34     4.063     1.583    15.21   3
        57        464        922     17862.31     2.829     2.282     9.68   3
        58        455        922     32889.84     5.401     2.616    22.55   3
        59        567        935     179908.2     9.274     3.038    14.91   3
        60        308        880     33363.16     2.704     2.408     9.04   3
        61        220        780     238286.3     5.021     3.317    14.05   3
        62        549        934     29845.04     4.898     1.706    17.34   3
        63        372        922     42770.99     3.961     2.489    12.68   3
        64        174        956     64695.93     5.519     2.760    16.06   3
        65        185        956        10329     2.846     1.000    10.10   3
        66        340        925     160039.9    11.890     3.023    35.99   3
        67        324        921     37740.91     4.541     1.327    14.72   3
        68        528        923     25363.39     3.508     1.649    14.42   3
        69        231        897     33774.32     4.969     1.157    14.38   3
        70        371        892     52837.84     4.136     2.745     9.18   3
        71        511        923     59257.72     5.227     1.785    15.16   3
        72        519        918     19392.41     3.007     1.554     9.19   3
        73        514        902      93859.6    15.355     1.255    26.34   3
        74        411        893     52290.44     4.032     2.899    11.27   3
        75        286        897     34811.85     3.845     1.711    14.04   3
        76        306        846     94663.82     4.979     2.899    18.75   3
        77        278        842     205594.5     5.378     2.946    15.36   3
        78        587        921     146872.9     6.106     3.254    15.27   3
        79         93        787     918603.6    14.571     3.642    25.29   3
        80        548        923     287955.8     5.156     2.548     7.69   3
        81        568        923     31630.76     3.535     1.187    12.28   3
        82        209        897     189342.7    17.028     1.685    32.15   3
        83        308        897     59558.99     3.039     2.450     8.38   3
        84        308        889     61909.27     2.753     2.090     7.43   3
        85        286        888       205439     4.804     2.851     9.09   3
        86        292        879     112844.9     4.491     2.080     9.28   3
        87        321        865     82852.09     8.915     1.504    21.97   3
        88        490        891     46424.47     2.984     2.307     8.51   3
        89        497        883     111289.6     5.425     2.768    15.02   3
        90        490        901     120871.3     8.569     1.617    22.34   3
        91        325        898     61682.35     5.972     1.379    17.21   3
        92        194        786     450636.8     9.485     4.912    36.03   3
        93        426        899     25170.94     2.527     0.988     9.46   3
        94        413        899     107472.5     7.666     1.668    21.46   3
        95        148        783     337618.3     9.939     3.782    36.80   3
        96        154        771     384954.7     5.281     3.833    11.41   3
        97        464        900     47442.91     3.359     1.376    12.89   3
        98        452        900     237048.1    10.642     3.079    34.36   3
        99        308        865     88974.59     4.005     2.224    11.85   3
